name,date
JX161275_2001-12-27,2001.98630136986
JX160180_2002-08-16,2002.62191780822
JX160679_2000-01-24,2000.06284153005
JX160141_2005-02-16,2005.12602739726
JX160259_2004-04-23,2004.3087431694
JX160966_2001-08-10,2001.60547945205
JX161195_2001-07-11,2001.52328767123
JX160666_1999-05-03,1999.33424657534
JX160910_2001-07-03,2001.50136986301
JX160899_2006-08-21,2006.63561643836
JX161276_2001-01-18,2001.04657534247
JX161460_2002-11-04,2002.84109589041
JX160607_1999-01-13,1999.03287671233
JX160875_2000-09-20,2000.71857923497
JX160162_2001-05-04,2001.33698630137
JX160556_2003-07-28,2003.5698630137
JX161166_2006-12-09,2006.93698630137
JX160284_2001-05-04,2001.33698630137
JX160928_2003-11-04,2003.84109589041
JX161314_2007-11-06,2007.84657534247
JX161278_2007-03-29,2007.23835616438
JX160433_2008-07-22,2008.55464480874
JX160618_2002-02-04,2002.09315068493
JX161338_2002-08-15,2002.61917808219
JX160731_2000-07-24,2000.56010928962
JX160765_2000-03-26,2000.23224043716
JX160708_2006-07-17,2006.5397260274
JX160811_1999-10-13,1999.78082191781
JX161243_2003-07-29,2003.57260273973
JX160514_2001-08-20,2001.63287671233
JX160869_2005-12-30,2005.99452054795
JX160133_1999-06-21,1999.46849315068
JX160310_2006-10-23,2006.80821917808
151881454_2017-05-04,2017.33698630137
JX160925_2008-02-25,2008.15027322404
JX161377_2005-08-04,2005.58904109589
JX160494_2003-06-18,2003.4602739726
JX161036_1999-12-21,1999.9698630137
151475896_2015-07-01,2015.49589041096
JX161416_2006-01-23,2006.0602739726
JX161012_2003-06-30,2003.49315068493
JX160319_2009-06-29,2009.4904109589
JX160984_2009-08-24,2009.64383561644
JX160671_2005-03-07,2005.17808219178
JX160705_2008-07-15,2008.53551912568
JX161092_2005-02-15,2005.12328767123
151191139_2014-09-11,2014.69315068493
151571035_2016-04-04,2016.25683060109
72193_2016-03-23,2016.22404371585
151262697_2015-07-13,2015.52876712329
152125398_2018-01-30,2018.07945205479
151842064_2017-02-17,2017.12876712329
KY579646_2008-04-22,2008.30601092896
JX160519_2000-01-24,2000.06284153005
JX160585_2003-12-18,2003.96164383562
JX161002_2003-08-30,2003.6602739726
JX161084_2002-07-24,2002.55890410959
JX161087_2008-08-28,2008.65573770492
66396_2017-06-05,2017.42465753425
JX160725_1999-01-26,1999.06849315068
JX161064_2001-04-26,2001.31506849315
KY579673_2009-12-22,2009.97260273973
151304772_2014-08-07,2014.59726027397
151529791_2015-09-15,2015.70410958904
65871_2016-12-15,2016.95355191257
151455943_2015-05-01,2015.32876712329
152274654_2018-09-06,2018.67945205479
151867407_2017-03-24,2017.22465753425
151937746_2017-07-13,2017.52876712329
151940101_2018-07-24,2018.55890410959
JX160979_2005-10-19,2005.79726027397
151479046_2015-06-23,2015.47397260274
151444867_2015-04-28,2015.32054794521
151476814_2015-06-24,2015.47671232877
JX161126_2008-02-26,2008.15300546448
JX161181_2006-04-28,2006.32054794521
JX161186_2008-12-10,2008.93989071038
JX160772_2006-03-28,2006.23561643836
JX160857_2006-03-30,2006.24109589041
JX160727_2000-10-04,2000.75683060109
JX161237_2003-09-17,2003.7095890411
JX160459_2003-05-13,2003.36164383562
JX160282_2001-10-02,2001.75068493151
JX161102_2008-03-10,2008.18852459016
JX161253_2003-07-26,2003.56438356164
KY579641_2006-08-23,2006.64109589041
JX160790_1999-07-08,1999.51506849315
JX161118_2000-06-20,2000.46721311475
JX161305_2000-05-12,2000.3606557377
JX161033_2004-05-25,2004.39617486339
JX161056_2006-12-28,2006.98904109589
151289014_2014-07-23,2014.55616438356
151438095_2015-07-28,2015.5698630137
151910796_2017-07-05,2017.50684931507
151959336_2017-08-06,2017.59452054795
152281827_2018-08-06,2018.59452054795
152216965_2018-05-22,2018.38630136986
72018_2015-04-30,2015.32602739726
JX160830_2000-02-09,2000.10655737705
JX160863_2007-11-06,2007.84657534247
JX161043_2005-01-10,2005.02465753425
JX160225_2000-08-09,2000.60382513661
JX160402_2001-05-09,2001.35068493151
JX160446_1999-04-15,1999.28493150685
152341117_2018-10-22,2018.80547945205
67251_2018-12-18,2018.96164383562
JX161221_2008-01-14,2008.03551912568
JX160876_2001-09-26,2001.73424657534
65508_2015-05-28,2015.40273972603
JX160211_2002-07-11,2002.52328767123
JX160800_2004-06-28,2004.48907103825
JX160317_2000-04-13,2000.28142076503
JX160973_2002-02-11,2002.11232876712
JX160175_2005-06-15,2005.45205479452
JX160625_1999-06-17,1999.45753424658
JX161468_2000-06-02,2000.41803278689
KY579647_2000-06-02,2000.41803278689
JX160260_2007-04-05,2007.25753424658
JX161350_2005-09-29,2005.74246575342
JX161403_2006-08-08,2006.6
JX161211_2006-07-14,2006.53150684932
JX160817_2002-11-01,2002.83287671233
JX160950_1998-10-26,1998.81643835616
JX160219_2007-11-30,2007.91232876712
JX160193_2003-02-20,2003.13698630137
JX161256_2005-03-07,2005.17808219178
JX160525_2004-03-16,2004.20491803279
JX161011_2006-10-12,2006.77808219178
JX160463_2007-05-09,2007.35068493151
JX161428_2000-06-29,2000.49180327869
JX160630_2008-12-02,2008.91803278689
KY579672_2010-02-24,2010.14794520548
JX160118_2007-08-15,2007.61917808219
JX160665_2000-05-09,2000.35245901639
JX160927_1999-06-10,1999.43835616438
JX160549_2002-12-10,2002.9397260274
JX160738_2000-08-18,2000.62841530055
151008018_2016-03-23,2016.22404371585
JX160303_2001-08-15,2001.61917808219
JX161159_2001-10-30,2001.82739726027
151608739_2016-02-04,2016.09289617486
152100670_2018-01-12,2018.0301369863
JX160324_2005-09-19,2005.71506849315
JX160626_2003-01-09,2003.02191780822
JX160734_2007-06-21,2007.46849315068
JX160538_2004-02-23,2004.14480874317
151643097_2016-04-04,2016.25683060109
151643544_2016-04-21,2016.30327868852
152292216_2018-08-24,2018.64383561644
152044543_2017-11-21,2017.88767123288
151960441_2017-08-10,2017.60547945205
JX160503_2001-01-17,2001.04383561644
JX160637_2001-01-18,2001.04657534247
JX161265_2007-02-19,2007.13424657534
JX160850_2001-01-12,2001.0301369863
JX160427_2008-03-24,2008.22677595628
JX161375_2004-02-24,2004.14754098361
JX160654_2003-07-14,2003.53150684932
KY579657_2010-06-16,2010.45479452055
JX160114_1999-05-20,1999.38082191781
JX160166_2001-02-15,2001.12328767123
JX160932_2006-10-28,2006.82191780822
JX160263_1999-05-18,1999.37534246575
JX160636_2002-04-09,2002.26849315068
JX160848_2007-08-09,2007.60273972603
JX161120_2007-02-08,2007.10410958904
151609446_2016-03-07,2016.18032786885
JX160288_2008-01-23,2008.06010928962
JX160313_2009-09-23,2009.72602739726
JX160530_2008-10-23,2008.8087431694
JX160862_2003-07-10,2003.52054794521
JX160438_2003-11-01,2003.83287671233
KY579740_2010-06-22,2010.47123287671
JX160832_2003-01-27,2003.07123287671
JX161453_2004-08-16,2004.62295081967
JX160481_2006-03-28,2006.23561643836
JX160995_2005-06-17,2005.45753424658
JX160688_2002-11-26,2002.90136986301
JX161402_2002-06-20,2002.46575342466
KY579727_2002-04-26,2002.31506849315
151682017_2016-06-06,2016.42896174863
KY579685_2007-11-06,2007.84657534247
JX160456_2009-03-11,2009.18904109589
JX161109_2008-06-03,2008.42076502732
151933008_2017-06-30,2017.49315068493
151950646_2017-07-26,2017.56438356164
JX160216_2002-04-19,2002.29589041096
JX161409_2006-02-27,2006.15616438356
JX160601_2006-01-06,2006.01369863014
151684657_2016-06-09,2016.43715846995
JX160328_2003-05-27,2003.4
JX160675_2001-03-20,2001.21369863014
JX160834_2003-01-13,2003.03287671233
JX161113_2001-05-09,2001.35068493151
KY579693_2003-12-08,2003.93424657534
JX161137_2001-08-23,2001.64109589041
151723395_2016-09-22,2016.72404371585
151783879_2017-05-23,2017.38904109589
151846566_2017-04-07,2017.26301369863
151848175_2017-03-01,2017.16164383562
JX161188_2002-11-14,2002.86849315069
JX161101_1999-09-10,1999.6904109589
JX161197_2003-11-18,2003.87945205479
JX160131_2003-04-16,2003.28767123288
JX161207_2006-05-10,2006.35342465753
JX161324_2004-11-02,2004.83606557377
JX160421_2000-07-21,2000.55191256831
JX160878_2006-12-23,2006.97534246575
JX161434_2003-02-19,2003.13424657534
JX160297_2004-03-24,2004.22677595628
JX160693_2007-12-20,2007.96712328767
151434511_2015-07-20,2015.54794520548
46491_2015-06-15,2015.45205479452
151695069_2016-07-25,2016.56284153005
65422_2018-03-21,2018.21643835616
151987761_2017-09-18,2017.71232876712
JX160541_1998-09-15,1998.70410958904
151676487_2016-10-27,2016.81967213115
JX160157_2007-11-15,2007.87123287671
JX161443_2006-03-27,2006.23287671233
JX160201_2004-01-21,2004.05464480874
JX160373_2002-09-09,2002.68767123288
JX160909_2006-12-19,2006.96438356164
JX160232_2008-07-17,2008.54098360656
KY579671_2005-02-28,2005.15890410959
JX160836_2008-10-15,2008.7868852459
JX161308_2001-11-12,2001.86301369863
JX160235_2002-09-03,2002.67123287671
JX160751_2004-03-21,2004.21857923497
JX160455_2004-09-14,2004.70218579235
JX160629_2003-11-12,2003.86301369863
JX160933_1999-10-15,1999.78630136986
KY579700_2002-11-25,2002.89863013699
JX160344_1998-11-11,1998.8602739726
JX161309_2000-05-22,2000.38797814208
JX160676_2002-04-15,2002.28493150685
JX161284_1998-09-14,1998.70136986301
151683027_2017-10-26,2017.81643835616
151709791_2016-07-20,2016.54918032787
151878453_2017-04-13,2017.27945205479
151979862_2017-09-21,2017.72054794521
JX161367_2005-02-02,2005.08767123288
JX160458_2009-06-23,2009.47397260274
JX161248_2000-03-27,2000.2349726776
JX160710_2003-02-05,2003.09589041096
JX160542_2004-07-08,2004.51639344262
JX161347_2007-02-27,2007.15616438356
JX160548_1999-02-25,1999.15068493151
152248326_2018-06-27,2018.48493150685
JX161457_2008-01-17,2008.04371584699
JX160728_2000-08-17,2000.62568306011
JX161366_2007-02-26,2007.15342465753
JX161371_1999-08-27,1999.65205479452
151050786_2013-09-18,2013.71232876712
151061266_2013-12-03,2013.92054794521
151468990_2015-06-05,2015.42465753425
151408164_2015-04-20,2015.29863013699
151704955_2016-07-08,2016.51639344262
JX160473_2003-01-06,2003.01369863014
JX160931_1999-02-08,1999.10410958904
151432047_2015-05-04,2015.33698630137
151595514_2016-01-20,2016.05191256831
91935_2016-01-15,2016.03825136612
JX160419_2006-10-03,2006.75342465753
151836580_2017-03-09,2017.18356164384
JX160615_2004-01-16,2004.04098360656
JX161271_2000-10-19,2000.79781420765
JX160884_2004-08-02,2004.58469945355
JX161458_2001-12-27,2001.98630136986
KY579669_2005-09-19,2005.71506849315
JX160291_2002-12-16,2002.95616438356
JX161049_2008-10-27,2008.81967213115
JX160428_2004-02-09,2004.10655737705
JX161406_2004-12-22,2004.97267759563
JX161089_2007-04-24,2007.3095890411
JX160673_1999-03-11,1999.18904109589
151478226_2016-02-22,2016.14207650273
151491507_2015-08-06,2015.59452054795
151508143_2015-08-07,2015.59726027397
151546752_2015-11-19,2015.88219178082
JX161397_2006-03-02,2006.16438356164
151483630_2015-04-21,2015.30136986301
JX160616_2003-04-30,2003.32602739726
JX161122_2007-04-16,2007.28767123288
JX160124_2001-04-17,2001.2904109589
JX160148_2002-11-08,2002.85205479452
JX160285_2006-06-27,2006.48493150685
JX161426_2005-08-25,2005.64657534247
JX160975_2008-04-16,2008.28961748634
JX161474_1998-12-16,1998.95616438356
JX161477_1999-04-13,1999.27945205479
JX160361_2001-11-05,2001.84383561644
151838022_2017-03-15,2017.2
JX160143_2007-10-11,2007.77534246575
JX160165_2005-09-16,2005.70684931507
JX160340_1999-03-11,1999.18904109589
JX160589_1999-04-13,1999.27945205479
JX161392_2000-02-25,2000.15027322404
JX160620_2002-01-28,2002.07397260274
JX160650_2003-04-21,2003.30136986301
JX161379_2008-08-08,2008.60109289617
JX160364_2009-10-01,2009.74794520548
JX161218_2005-05-03,2005.33424657534
JX160610_2002-03-04,2002.1698630137
JX161431_2007-05-22,2007.38630136986
KY579746_2011-03-02,2011.16438356164
151674345_2016-05-20,2016.3825136612
151715442_2016-07-19,2016.54644808743
JX160900_2001-03-19,2001.21095890411
JX161236_2000-01-12,2000.03005464481
JX161136_2002-09-30,2002.74520547945
JX161212_2000-08-25,2000.64754098361
JX160210_2004-06-11,2004.44262295082
KY579741_2004-06-11,2004.44262295082
JX160495_2000-09-28,2000.74043715847
JX161005_2000-12-07,2000.93169398907
KY579747_2009-04-21,2009.30136986301
151943802_2017-07-26,2017.56438356164
JX160605_2007-07-30,2007.57534246575
JX161031_2007-08-13,2007.61369863014
JX161349_2005-01-07,2005.01643835616
JX160706_2001-05-01,2001.32876712329
JX160239_2001-12-13,2001.94794520548
JX160846_2000-05-26,2000.39890710383
JX160595_2000-06-07,2000.43169398907
152265475_2018-07-24,2018.55890410959
JX160269_2005-03-10,2005.18630136986
JX160311_2006-11-15,2006.87123287671
JX160119_2005-11-18,2005.87945205479
JX160220_2004-04-08,2004.26775956284
JX160606_2006-10-10,2006.77260273973
JX160321_2007-03-05,2007.17260273973
JX160801_2000-06-13,2000.44808743169
JX160271_2008-05-29,2008.40710382514
JX160761_2004-08-10,2004.60655737705
JX161155_2005-03-18,2005.20821917808
JX160108_2009-07-01,2009.49589041096
JX160485_1999-11-04,1999.84109589041
JX161157_2005-09-08,2005.68493150685
JX160300_1999-04-06,1999.2602739726
JX161167_1999-07-30,1999.57534246575
JX160360_1999-05-19,1999.37808219178
JX160860_2002-01-29,2002.07671232877
JX160497_2002-04-22,2002.30410958904
JX160125_2000-07-07,2000.51366120219
JX161450_2003-07-10,2003.52054794521
KY579645_2006-11-22,2006.8904109589
JX161342_2002-04-09,2002.26849315068
JX160484_2000-03-30,2000.24316939891
JX160795_2004-01-20,2004.05191256831
KY579664_2011-02-24,2011.14794520548
JX160567_2003-10-01,2003.74794520548
JX161106_2001-11-15,2001.87123287671
JX160241_1999-06-16,1999.45479452055
JX160978_2007-12-13,2007.94794520548
JX161262_2000-12-07,2000.93169398907
JX160342_2003-05-05,2003.3397260274
JX160794_2000-07-06,2000.51092896175
JX160405_2005-08-29,2005.65753424658
JX160275_1998-09-15,1998.70410958904
JX160569_2001-08-27,2001.65205479452
JX160655_2001-06-19,2001.46301369863
JX161302_2000-09-27,2000.73770491803
JX160316_2001-10-09,2001.7698630137
JX160712_2005-07-15,2005.53424657534
JX160477_1998-11-12,1998.86301369863
JX160543_2000-10-23,2000.8087431694
JX161401_1999-05-24,1999.39178082192
JX160703_1999-03-04,1999.1698630137
JX160839_2000-10-23,2000.8087431694
JX160777_1999-05-24,1999.39178082192
JX161179_2001-05-21,2001.38356164384
JX161110_1999-12-22,1999.97260273973
JX161475_1999-07-06,1999.5095890411
JX160947_1998-12-30,1998.99452054795
JX160431_1999-03-04,1999.1698630137
JX160476_2005-11-15,2005.87123287671
JX160580_1999-04-09,1999.26849315068
JX161068_2001-05-30,2001.40821917808
JX160451_2003-02-05,2003.09589041096
JX160789_2005-02-05,2005.09589041096
JX160957_2005-01-06,2005.01369863014
JX160138_2000-05-17,2000.37431693989
JX160804_2001-07-09,2001.51780821918
JX161189_2000-12-06,2000.92896174863
JX160555_2006-02-06,2006.09863013699
JX161193_2001-08-14,2001.61643835616
JX160185_2003-10-28,2003.82191780822
JX160197_2002-09-19,2002.71506849315
JX160513_1999-09-14,1999.70136986301
JX161287_2002-07-23,2002.55616438356
JX160206_2000-09-27,2000.73770491803
JX161083_2000-08-24,2000.64480874317
JX160283_1999-09-08,1999.68493150685
JX160768_2002-05-09,2002.35068493151
JX160412_2003-02-10,2003.1095890411
JX160262_2003-07-23,2003.55616438356
JX161290_2003-03-05,2003.17260273973
JX161356_2002-01-17,2002.04383561644
JX160662_2005-01-03,2005.00547945205
JX161230_2007-03-27,2007.23287671233
JX161096_2004-06-03,2004.42076502732
KY579735_2001-06-08,2001.43287671233
JX160333_1998-12-02,1998.91780821918
JX160359_2002-08-15,2002.61917808219
JX160849_2000-05-23,2000.39071038251
JX161327_2005-03-10,2005.18630136986
JX160243_2007-01-24,2007.06301369863
JX160939_2006-03-20,2006.21369863014
JX160903_2000-05-23,2000.39071038251
JX161173_2002-01-28,2002.07397260274
JX161021_2003-04-17,2003.2904109589
JX160121_2000-06-08,2000.43442622951
JX161411_2007-05-30,2007.40821917808
JX160709_2007-02-12,2007.11506849315
JX160868_1999-01-15,1999.03835616438
JX160370_2007-07-26,2007.56438356164
JX161018_2007-07-27,2007.56712328767
JX160500_2001-06-07,2001.4301369863
JX161311_2002-09-05,2002.67671232877
JX160907_2001-08-01,2001.58082191781
JX161385_2007-06-18,2007.4602739726
JX160527_2000-03-10,2000.18852459016
JX160851_2000-01-24,2000.06284153005
JX161029_2000-01-24,2000.06284153005
JX160831_2002-03-19,2002.21095890411
JX160808_2004-06-30,2004.49453551913
JX160755_2005-06-07,2005.4301369863
JX160962_2000-01-12,2000.03005464481
JX160417_2004-03-09,2004.18579234973
JX160981_1999-10-04,1999.75616438356
JX160600_2008-04-01,2008.24863387978
JX161306_1999-01-28,1999.07397260274
JX160604_2002-10-16,2002.78904109589
JX160634_2008-04-01,2008.24863387978
JX160352_2004-09-23,2004.72677595628
JX161445_2000-05-11,2000.35792349727
JX160647_2005-12-29,2005.99178082192
JX161321_1999-06-10,1999.43835616438
JX160144_2000-07-06,2000.51092896175
JX160691_1998-09-15,1998.70410958904
JX161441_2001-03-20,2001.21369863014
JX160306_2002-06-07,2002.4301369863
JX160748_2005-02-02,2005.08767123288
JX161019_2002-08-07,2002.59726027397
JX161027_2002-06-21,2002.46849315068
JX160322_2006-10-16,2006.78904109589
JX160641_2001-09-10,2001.6904109589
JX160382_1999-02-18,1999.13150684931
JX160374_2003-07-10,2003.52054794521
JX161427_2001-12-19,2001.96438356164
JX161178_2000-11-13,2000.86612021858
151144380_2014-01-30,2014.07945205479
63195_2018-01-24,2018.06301369863
151560474_2016-01-21,2016.05464480874
151598986_2016-04-12,2016.27868852459
151732837_2016-09-02,2016.6693989071
56757_2016-10-03,2016.75409836066
151770279_2016-10-24,2016.81147540984
151901628_2017-05-19,2017.37808219178
151980313_2017-09-18,2017.71232876712
152384334_2018-12-14,2018.95068493151
151491369_2015-07-07,2015.51232876712
151861423_2017-03-29,2017.23835616438
65472_2015-07-24,2015.55890410959
JX160270_2008-05-08,2008.34972677596
KY579707_2002-11-07,2002.84931506849
JX160140_2007-05-30,2007.40821917808
JX160613_1999-10-21,1999.80273972603
JX161075_1999-07-08,1999.51506849315
JX160571_2003-01-28,2003.07397260274
JX161266_2002-04-29,2002.32328767123
JX160353_2002-09-17,2002.7095890411
JX160399_1999-05-07,1999.34520547945
JX160940_2002-04-25,2002.31232876712
JX161213_1999-04-28,1999.32054794521
JX160798_2001-10-04,2001.75616438356
JX160365_2009-04-16,2009.28767123288
JX160416_2004-04-20,2004.30054644809
JX161444_2000-10-05,2000.75956284153
JX160897_2009-08-25,2009.64657534247
151878115_2017-04-18,2017.29315068493
JX160733_1998-04-10,1998.27123287671
JX160842_1998-11-05,1998.84383561644
JX160380_2008-03-10,2008.18852459016
JX161461_2009-09-29,2009.74246575342
JX161017_2006-09-27,2006.73698630137
JX160386_2009-10-08,2009.76712328767
JX161239_2000-06-22,2000.47267759563
JX160807_2003-08-20,2003.63287671233
JX160126_2005-06-24,2005.47671232877
JX161129_2001-04-12,2001.27671232877
JX160208_1999-11-02,1999.83561643836
JX161147_2008-04-24,2008.31147540984
JX161261_2005-03-16,2005.20273972603
JX160145_2002-04-23,2002.30684931507
JX160358_2000-07-27,2000.56830601093
JX160784_2000-05-19,2000.37978142077
JX161164_2005-06-22,2005.47123287671
JX161001_2005-07-07,2005.51232876712
JX161172_1998-12-31,1998.99726027397
JX160336_2000-05-24,2000.39344262295
JX161099_2006-04-06,2006.2602739726
JX161252_2007-02-14,2007.12054794521
JX160680_2009-07-21,2009.55068493151
JX160450_2002-07-09,2002.51780821918
JX160802_2006-07-17,2006.5397260274
JX160886_2009-06-11,2009.44109589041
JX160172_2005-04-29,2005.32328767123
JX160578_2008-05-20,2008.3825136612
JX160714_2003-09-17,2003.7095890411
JX161097_2005-06-03,2005.41917808219
JX160762_2009-02-17,2009.12876712329
JX161187_1999-02-23,1999.14520547945
JX161104_2001-01-19,2001.04931506849
JX161413_2006-07-17,2006.5397260274
JX160187_1999-07-22,1999.55342465753
JX160779_2004-07-29,2004.5737704918
JX160638_2008-08-29,2008.65846994536
152093796_2018-01-05,2018.01095890411
JX160381_2000-08-17,2000.62568306011
JX161323_2001-12-04,2001.92328767123
JX160539_2007-05-18,2007.37534246575
JX160572_2005-03-30,2005.24109589041
JX160902_2005-09-01,2005.66575342466
JX161138_2000-02-12,2000.11475409836
JX160672_2007-12-31,2007.99726027397
JX160866_2000-01-24,2000.06284153005
39036_2016-09-07,2016.68306010929
JX160496_1999-05-12,1999.35890410959
152143666_2018-03-08,2018.18082191781
152193661_2018-05-03,2018.33424657534
152218911_2018-05-25,2018.39452054795
JX161081_2007-02-07,2007.10136986301
JX160167_2003-06-30,2003.49315068493
JX160289_2003-03-03,2003.16712328767
JX160448_2001-11-01,2001.83287671233
JX160203_2007-02-20,2007.13698630137
JX160643_1999-12-20,1999.96712328767
JX160482_2006-03-07,2006.17808219178
JX161472_2008-03-25,2008.22950819672
JX160379_2005-12-29,2005.99178082192
JX160621_2001-07-09,2001.51780821918
JX160188_2003-01-27,2003.07123287671
JX160423_2005-07-07,2005.51232876712
JX160510_1999-03-03,1999.16712328767
JX161117_2007-09-17,2007.7095890411
JX161417_2004-11-03,2004.83879781421
JX161436_2005-01-06,2005.01369863014
JX161465_1998-11-03,1998.83835616438
JX161435_2004-09-22,2004.72404371585
JX160642_2008-09-12,2008.69672131148
JX161206_2009-05-21,2009.38356164384
JX161339_2009-05-22,2009.38630136986
JX160670_2009-01-07,2009.01643835616
JX161037_2007-02-12,2007.11506849315
JX161057_2000-08-24,2000.64480874317
JX161296_1999-06-22,1999.47123287671
JX161382_2009-04-14,2009.28219178082
JX160153_2004-11-19,2004.8825136612
JX161046_2000-02-11,2000.11202185792
JX160443_2003-02-20,2003.13698630137
JX161429_2002-09-17,2002.7095890411
JX161185_2000-04-14,2000.28415300546
JX161318_2003-06-26,2003.48219178082
JX161014_1999-02-10,1999.1095890411
JX161034_2000-06-19,2000.46448087432
JX160242_2007-09-04,2007.67397260274
JX161479_2001-07-02,2001.49863013699
JX160504_2001-12-18,2001.96164383562
150941100_2013-06-06,2013.42739726027
JX161204_2006-03-06,2006.17534246575
JX160619_2004-06-04,2004.42349726776
KY579731_2008-05-22,2008.38797814208
151668120_2016-05-19,2016.37978142077
82494_2012-03-29,2012.24043715847
151973007_2017-09-05,2017.67671232877
JX160769_2009-05-21,2009.38356164384
151478598_2015-07-10,2015.52054794521
151896369_2017-05-15,2017.36712328767
JX161384_2009-04-14,2009.28219178082
